,index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,pred_salse
67774,467553,691,6,22/02/2014,614,1,0,0,0,7703.208333333334
67775,281328,18,7,10/05/2015,0,0,0,0,0,0.0
67776,245874,1077,2,16/07/2013,561,1,1,0,0,5087.27
67777,182861,251,2,15/10/2013,2121,1,0,0,0,15653.77
67778,482116,777,4,02/01/2014,285,1,0,0,1,2770.9094999999998
67779,14194,1100,5,09/05/2014,1083,1,1,0,0,9476.076
67780,325579,517,7,08/09/2013,0,0,0,0,0,0.0
67781,196365,32,5,03/07/2015,528,1,1,0,0,4637.42
67782,18107,1063,1,18/05/2015,656,1,1,0,0,5612.63
67783,471336,656,3,02/04/2014,378,1,1,0,0,3397.984952380952
67784,114548,400,5,07/02/2014,1259,1,1,0,0,9907.478333333334
67785,430852,133,3,01/07/2015,741,1,1,0,0,6319.24
67786,600475,698,3,11/06/2014,1940,1,0,0,0,15240.09
67787,537318,898,5,23/08/2013,652,1,0,0,1,5441.703
67788,257138,567,1,28/04/2014,946,1,1,0,0,8334.598833333333
67789,343514,1081,5,15/11/2013,955,1,0,0,0,5582.55
67790,293489,947,7,18/01/2015,0,0,0,0,0,0.0
67791,96,1047,3,14/08/2013,546,1,1,0,1,5490.989428571428
67792,53694,390,7,12/10/2014,0,0,0,0,0,0.0
67793,338173,124,2,08/04/2014,563,1,0,0,0,4823.779
67794,68528,493,4,11/04/2013,782,1,1,0,0,8392.78
67795,173668,608,5,12/04/2013,1000,1,1,0,0,9885.33
67796,582289,242,5,10/04/2015,343,1,0,0,1,3337.6873333333333
67797,146933,232,1,23/06/2014,247,1,0,0,0,2479.316666666667
67798,60893,349,2,05/08/2014,776,1,1,0,1,7563.85
67799,179946,495,3,13/05/2015,469,1,0,0,0,5508.535333333332
67800,116524,767,7,23/11/2014,0,0,0,0,0,0.0
67801,576723,141,4,09/01/2014,692,1,1,0,0,6621.32
67802,628882,370,3,12/02/2014,484,1,0,0,0,4930.668
67803,566339,49,4,19/09/2013,430,1,0,0,0,5787.838000000001
67804,470372,244,2,04/11/2014,641,1,1,0,0,6562.24
67805,579787,864,2,28/04/2015,689,1,1,0,0,5507.586166666667
67806,163036,537,2,03/09/2013,555,1,0,0,1,4940.56
67807,620320,847,3,20/02/2013,970,1,1,0,0,7040.306666666667
67808,255702,882,6,02/02/2013,991,1,0,0,0,8135.41166666667
67809,4555,466,3,15/05/2013,866,1,1,0,0,9255.587333333331
67810,12275,762,4,12/02/2015,321,1,0,0,0,2974.4907619047613
67811,158896,27,3,10/04/2013,1170,1,1,0,0,10697.18
67812,563327,482,5,08/08/2014,858,1,1,0,1,8229.048
67813,695992,673,3,22/05/2013,404,1,0,0,1,4326.295
67814,350772,562,1,10/03/2014,2843,1,0,0,0,15794.52
67815,368489,397,7,12/04/2015,0,0,0,0,0,0.0
67816,439735,656,7,10/05/2015,0,0,0,0,0,0.0
67817,646116,837,5,01/03/2013,482,1,0,0,0,4323.667
67818,13900,512,6,06/04/2013,934,1,0,0,0,3777.83
67819,630679,264,2,07/04/2015,985,1,0,0,1,7370.06
67820,220047,48,2,19/05/2015,406,1,1,0,0,4011.6783333333333
67821,253966,44,4,02/10/2014,803,1,1,0,0,7726.228
67822,190026,51,5,05/06/2015,727,1,1,0,1,11296.56
67823,430616,962,1,11/02/2013,611,1,0,0,0,5313.392333333334
67824,650957,5,1,23/09/2013,743,1,1,0,0,7022.27
67825,137469,978,3,07/01/2015,984,1,1,0,0,7353.52
67826,674684,654,4,25/12/2014,0,0,0,c,1,0.0
67827,313819,657,6,02/03/2013,782,1,0,0,0,6547.21
67828,11022,38,5,30/08/2013,576,1,1,0,1,6519.599236652237
67829,389493,619,7,01/02/2015,0,0,0,0,0,0.0
67830,467612,699,7,23/06/2013,0,0,0,0,0,0.0
67831,72492,359,5,06/12/2013,657,1,1,0,0,8259.35
67832,574265,662,7,23/06/2013,0,0,0,0,0,0.0
67833,466500,1035,5,19/06/2015,593,1,1,0,0,5388.666666666668
67834,339941,516,1,16/03/2015,1103,1,1,0,0,9879.059166666666
67835,86551,949,6,20/07/2013,378,1,0,0,0,3369.4026428571433
67836,71900,1000,7,01/02/2015,0,0,0,0,0,0.0
67837,52316,18,7,09/11/2014,0,0,0,0,0,0.0
67838,56441,320,1,01/04/2013,0,0,0,b,1,0.0
67839,135533,251,3,23/01/2013,2316,1,1,0,0,18142.31
67840,198958,933,2,29/01/2013,818,1,0,0,0,6100.44
67841,458249,345,2,15/10/2013,411,1,0,0,0,3383.235
67842,17344,760,3,20/11/2013,992,1,1,0,0,8489.14
67843,344623,286,3,13/08/2014,373,1,0,0,1,3960.941238095237
67844,669567,889,5,09/01/2015,525,1,1,0,0,5446.029285714285
67845,101582,96,6,16/08/2014,198,1,0,0,0,1876.280166666667
67846,12243,590,2,07/05/2013,308,1,0,0,0,3386.9819999999995
67847,64453,1062,5,02/05/2014,802,1,1,0,0,9313.993333333334
67848,181582,824,6,14/03/2015,665,1,0,0,0,5125.97
67849,379747,1026,3,19/11/2014,1017,1,0,0,0,7528.5845
67850,550461,1111,5,30/05/2014,582,1,0,0,0,5430.632
67851,632077,292,7,31/03/2013,0,0,0,0,0,0.0
67852,558028,814,2,04/11/2014,802,1,1,0,0,9700.556666666665
67853,457368,625,7,05/01/2014,0,0,0,0,0,0.0
67854,655945,615,2,30/06/2015,1345,1,1,0,0,11081.204476190476
67855,115045,677,4,07/03/2013,700,1,1,0,0,9375.77
67856,603746,215,3,01/01/2014,0,0,0,a,1,0.0
67857,326630,450,3,11/09/2013,1138,1,1,0,0,10121.59
67858,664461,189,6,16/11/2013,788,1,0,0,0,7527.92
67859,276975,965,5,10/04/2015,804,1,0,0,1,6804.535238095238
67860,290603,814,4,26/12/2013,0,0,0,c,1,0.0
67861,208496,749,5,01/02/2013,694,1,0,0,0,5907.159809523808
67862,485215,611,2,13/05/2014,416,1,0,0,0,4806.367666666667
67863,307594,1011,5,30/01/2015,970,1,1,0,0,8778.83
67864,388659,748,1,14/10/2013,383,1,0,0,0,4282.528305555556
67865,286882,1039,6,12/04/2014,1161,1,0,0,0,8867.42
67866,462096,1023,6,25/04/2015,546,1,0,0,0,4864.21
67867,392256,884,1,17/06/2013,595,1,1,0,0,6479.39
67868,219794,1065,1,18/05/2015,587,1,1,0,0,5861.83
67869,583698,24,6,02/05/2015,914,1,0,0,0,10654.902761904761
67870,338175,90,5,22/11/2013,1016,1,1,0,0,8164.54
67871,72763,865,3,03/09/2014,614,1,1,0,0,7347.816999999999
67872,154634,389,4,26/09/2013,1280,1,1,0,0,11006.24
67873,649383,299,6,25/01/2014,451,1,0,0,0,4284.48
67874,516098,917,5,18/04/2014,0,0,1,b,1,0.0
67875,76596,972,2,28/04/2015,453,1,1,0,0,4286.855333333333
67876,423704,911,5,18/07/2014,972,1,1,0,1,10502.229
67877,694855,865,5,15/11/2013,585,1,0,0,0,6371.263761904761
67878,572148,1052,2,08/04/2014,656,1,0,0,0,5716.8325
67879,307772,185,2,01/10/2013,421,1,0,0,1,5062.36
67880,242243,940,7,26/04/2015,0,0,0,0,0,0.0
67881,257334,141,5,27/06/2014,578,1,0,0,0,4676.681
67882,109334,138,1,29/12/2014,702,1,0,0,1,6087.08
67883,549851,390,5,15/03/2013,916,1,0,0,0,8899.497333333335
67884,269105,704,6,24/01/2015,700,1,0,0,0,6898.545
67885,316517,390,5,05/07/2013,1102,1,1,0,1,12322.691666666666
67886,657370,976,1,18/03/2013,1003,1,1,0,0,11032.59
67887,642083,1106,4,22/08/2013,584,1,0,0,0,4780.6016666666665
67888,313038,771,1,04/05/2015,880,1,1,0,0,8820.5975
67889,10153,958,1,08/09/2014,596,1,0,0,0,4174.24
67890,331165,268,1,16/02/2015,741,1,1,0,0,6882.536666666666
67891,337015,971,1,22/09/2014,897,1,0,0,0,6741.115500000001
67892,491459,212,5,29/08/2014,532,1,0,0,0,5745.6433333333325
67893,538626,1004,1,22/07/2013,386,1,0,0,0,3486.136
67894,571703,426,5,28/06/2013,518,1,0,0,0,4291.0225238095245
67895,66309,146,7,03/11/2013,0,0,0,0,0,0.0
67896,60635,1091,7,09/11/2014,0,0,0,0,0,0.0
67897,287921,968,1,13/10/2014,999,1,0,0,0,7803.526666666667
67898,10770,305,5,07/11/2014,567,1,1,0,0,6166.6
67899,565060,543,5,16/01/2015,260,1,1,0,0,3194.3
67900,259240,237,4,08/08/2013,566,1,0,0,0,4212.5041190476195
67901,288981,503,5,04/07/2014,492,1,1,0,0,7581.97
67902,377413,734,5,20/12/2013,900,1,1,0,0,8783.16
67903,648624,757,6,12/10/2013,377,1,0,0,0,4481.388333333333
67904,523585,653,3,28/08/2013,510,1,1,0,1,6486.0
67905,219699,230,2,19/05/2015,947,1,1,0,0,8004.26
67906,126631,779,5,10/05/2013,887,1,0,0,1,7239.85
67907,461530,917,1,30/06/2014,1148,1,1,0,0,10240.72
67908,190493,461,7,26/07/2015,0,0,0,0,0,0.0
67909,296067,497,4,20/03/2014,1159,1,1,0,0,9670.61
67910,576646,626,5,12/06/2015,775,1,0,0,0,8300.563333333332
67911,313252,6,5,06/02/2015,604,1,1,0,0,5284.04
67912,688170,739,2,31/12/2013,517,1,0,0,1,5453.914000000001
67913,358546,234,6,10/08/2013,882,1,0,0,0,8519.383333333333
67914,610687,728,4,12/03/2015,442,1,0,0,0,4640.41208730159
67915,56668,277,3,30/04/2014,715,1,1,0,0,8988.37
67916,514130,337,3,07/01/2015,332,1,1,0,1,4611.84
67917,521608,387,2,12/11/2013,1025,1,0,0,0,6809.645630952382
67918,174010,8,7,15/02/2015,0,0,0,0,0,0.0
67919,352878,614,6,01/06/2013,697,1,0,0,0,5013.49
67920,442391,1024,1,07/01/2013,830,1,1,0,0,7060.17
67921,139648,509,5,24/01/2014,576,1,1,0,0,7472.950833333333
67922,385094,398,3,23/01/2013,625,1,1,0,0,6129.4744126984115
67923,474516,756,3,12/02/2014,1929,1,0,0,0,12395.94
67924,591392,60,6,27/12/2014,619,1,0,0,0,6424.0
67925,697219,934,3,30/10/2013,672,1,0,0,1,6066.537333333334
67926,182319,315,3,10/12/2014,472,1,0,0,0,3972.0033333333336
67927,336622,187,2,19/08/2014,950,1,1,0,1,8928.495142857144
67928,632214,828,6,14/06/2014,349,1,0,0,0,2965.3793333333333
67929,650532,16,2,04/06/2013,1019,1,1,0,0,9921.01
67930,305533,540,3,21/08/2013,269,1,0,0,1,3373.92
67931,81154,649,4,18/04/2013,346,1,0,0,0,2867.107666666666
67932,360253,108,2,26/11/2013,634,1,0,0,0,7311.82
67933,299861,995,7,29/09/2013,0,0,0,0,0,0.0
67934,690036,712,7,05/01/2014,0,0,0,0,0,0.0
67935,492307,832,1,16/03/2015,678,1,1,0,0,8643.06
67936,18286,400,1,28/04/2014,1571,1,1,0,1,14026.13
67937,500930,648,3,23/04/2014,528,1,0,0,1,4717.82
67938,80480,851,4,05/02/2015,453,1,1,0,0,5227.439261904761
67939,255491,539,7,04/08/2013,0,0,0,0,0,0.0
67940,28599,1021,5,26/12/2014,0,0,0,c,1,0.0
67941,592620,581,5,04/10/2013,671,1,0,0,1,4982.05
67942,628850,268,2,12/08/2014,489,1,0,0,1,3657.1783333333333
67943,523032,618,7,08/12/2013,0,0,0,0,0,0.0
67944,286726,354,3,10/07/2013,614,1,0,0,0,6367.5300000000025
67945,682418,863,5,28/06/2013,1134,1,0,0,1,8689.38
67946,510633,186,5,10/07/2015,354,1,0,0,0,3158.975
67947,140559,954,5,27/03/2015,670,1,0,0,0,4640.48
67948,24361,1024,5,07/06/2013,848,1,1,0,0,7678.84
67949,201081,12,3,10/07/2013,747,1,0,0,1,5423.47
67950,668247,973,2,12/08/2014,878,1,0,0,1,6931.52
67951,596369,483,7,02/06/2013,0,0,0,0,0,0.0
67952,175302,556,7,21/07/2013,0,0,0,0,0,0.0
67953,513543,885,2,08/10/2013,764,1,1,0,0,6500.48
67954,570180,906,2,03/02/2015,1397,1,1,0,0,13318.5
67955,435410,891,2,16/07/2013,1234,1,1,0,0,8850.95
67956,332010,50,2,02/06/2015,459,1,1,0,0,5974.56
67957,354852,461,6,26/04/2014,459,1,0,0,0,4576.895
67958,98817,435,5,06/02/2015,425,1,1,0,0,3674.8033333333337
67959,216275,478,7,03/05/2015,0,0,0,0,0,0.0
67960,134443,570,1,07/07/2014,699,1,0,0,1,4575.88
67961,663450,663,6,11/04/2015,764,1,0,0,0,6026.934166666668
67962,525295,252,2,30/04/2013,1182,1,1,0,0,16130.68
67963,195574,360,5,24/05/2013,721,1,0,0,0,5995.24
67964,397499,703,6,03/08/2013,253,1,0,0,0,2305.9603809523815
67965,644862,1037,3,18/03/2015,855,1,1,0,0,7183.07
67966,157270,98,4,01/01/2015,0,0,0,a,1,0.0
67967,107238,666,5,05/06/2015,942,1,1,0,1,10676.133333333335
67968,329875,1009,6,25/07/2015,347,1,0,0,0,3629.1643333333336
67969,528180,78,1,02/06/2014,699,1,1,0,1,7117.068666666666
67970,46675,316,6,02/03/2013,871,1,0,0,0,8759.794047619047
67971,195841,742,2,25/11/2014,883,1,1,0,0,8480.933
67972,701448,535,3,08/05/2013,1104,1,0,0,0,9963.765
67973,179638,240,6,09/05/2015,454,1,0,0,0,4638.6654285714285
67974,73495,187,4,28/11/2013,737,1,0,0,0,5540.866107142859
67975,338844,986,7,10/05/2015,0,0,0,0,0,0.0
67976,313057,925,4,31/01/2013,844,1,0,0,0,4508.865
67977,333362,1080,4,27/02/2014,758,1,0,0,0,8596.303333333333
67978,320580,708,3,09/07/2014,0,0,0,0,0,0.0
67979,62827,765,6,13/06/2015,519,1,0,0,0,6086.94
67980,577683,805,6,01/06/2013,657,1,0,0,0,6795.74
67981,45956,814,6,09/08/2014,511,1,0,0,0,5382.8640000000005
67982,453203,649,1,25/11/2013,406,1,0,0,0,3576.34
67983,386116,995,5,06/03/2015,849,1,1,0,0,10261.22
67984,317593,985,1,15/09/2014,1064,1,1,0,0,12272.64
67985,169484,1033,6,02/11/2013,976,1,0,0,0,9786.23
67986,182746,208,1,25/08/2014,373,1,0,0,0,2421.74
67987,500560,998,6,30/05/2015,501,1,0,0,0,3964.6233571428565
67988,285478,616,3,18/06/2014,946,1,1,0,0,10535.09
67989,253530,315,3,06/02/2013,438,1,1,0,0,4018.150166666667
67990,373622,557,7,19/10/2014,0,0,0,0,0,0.0
67991,437488,238,6,28/06/2014,828,1,0,0,0,5624.5886666666665
67992,225498,894,5,07/11/2014,1183,1,1,0,0,9481.609
67993,580626,419,1,19/05/2014,1094,1,1,0,0,7306.46
67994,63487,961,4,09/04/2015,573,1,0,0,1,4850.008333333333
67995,524323,982,2,14/01/2014,559,1,0,0,0,6149.775
67996,144640,55,3,29/10/2014,598,1,0,0,1,4650.98
67997,542482,864,7,03/02/2013,0,0,0,0,0,0.0
67998,563737,653,7,03/11/2013,0,0,0,0,0,0.0
67999,45717,575,4,07/11/2013,577,1,1,0,0,6597.636416666664
68000,190369,826,2,09/04/2013,789,1,1,0,0,8348.258952380951
68001,73890,633,3,22/05/2013,501,1,0,0,1,6295.3575
68002,63852,7,1,29/07/2013,1622,1,1,0,1,13709.96
68003,55748,322,6,04/07/2015,204,1,0,0,0,1749.474
68004,97153,762,3,08/07/2015,401,1,0,0,0,3701.531
68005,644101,554,5,26/07/2013,464,1,0,0,1,3418.57
68006,531701,1010,7,26/07/2015,0,0,0,0,0,0.0
68007,268258,106,4,27/06/2013,767,1,0,0,1,7783.053333333332
68008,42292,80,6,28/09/2013,646,1,0,0,0,7914.208333333332
68009,688932,875,1,13/01/2014,450,1,0,0,0,4241.8675
68010,437689,910,4,31/10/2013,0,0,0,a,0,0.0
68011,237037,186,7,17/11/2013,0,0,0,0,0,0.0
68012,672929,200,5,05/12/2014,1160,1,1,0,0,9200.49
68013,634800,1058,5,14/03/2014,734,1,0,0,0,6617.344
68014,434249,1039,3,20/03/2013,882,1,1,0,0,7245.304500000001
68015,358257,241,7,03/08/2014,0,0,0,0,0,0.0
68016,603204,591,2,17/02/2015,458,1,1,0,0,5384.791333333333
68017,267998,1002,2,30/04/2013,905,1,1,0,0,9390.338857142859
68018,683347,546,7,19/10/2014,0,0,0,0,0,0.0
68019,678496,1020,6,04/01/2014,1203,1,0,0,1,9916.105
68020,384592,318,6,16/03/2013,522,1,0,0,0,5603.63
68021,242766,40,7,10/02/2013,0,0,0,0,0,0.0
68022,274618,69,4,28/11/2013,1032,1,0,0,0,8095.2
68023,308015,483,1,20/10/2014,823,1,1,0,0,6770.795
68024,34917,221,4,11/09/2014,476,1,0,0,0,4704.6866666666665
68025,702058,520,4,27/06/2013,349,1,0,0,1,3029.6413333333335
68026,153934,1084,3,18/09/2013,555,1,0,0,0,7040.8025
68027,199190,798,7,01/02/2015,0,0,0,0,0,0.0
68028,702886,463,5,13/02/2015,895,1,0,0,0,5176.86
68029,366700,846,7,13/10/2013,0,0,0,0,0,0.0
68030,538646,867,1,04/11/2013,528,1,1,0,0,6487.661999999999
68031,391040,805,6,16/05/2015,443,1,0,0,0,4408.673333333333
68032,4452,533,5,04/04/2014,1073,1,1,0,0,12399.906666666666
68033,406148,430,7,18/05/2014,0,0,0,0,0,0.0
68034,447212,580,7,25/01/2015,0,0,0,0,0,0.0
68035,676373,184,3,03/07/2013,611,1,1,0,0,6982.096500000001
68036,565588,74,7,14/12/2014,0,0,0,0,0,0.0
68037,29538,562,2,23/09/2014,2781,1,0,0,0,14854.19
68038,203219,1065,3,14/01/2015,487,1,1,0,0,4308.069166666666
68039,633015,745,2,10/12/2013,716,1,0,0,0,7024.19
68040,702107,988,3,12/06/2013,746,1,0,0,0,4344.432
68041,366575,428,2,28/04/2015,502,1,1,0,0,5985.816499999999
68042,316499,1073,4,14/05/2015,0,0,0,a,0,0.0
68043,65090,1110,6,05/01/2013,428,1,0,0,0,3264.4559047619036
68044,458576,635,2,17/06/2014,823,1,1,0,0,9229.284083333334
68045,192608,21,7,06/01/2013,0,0,0,a,0,0.0
68046,36471,1073,6,08/06/2013,719,1,0,0,0,5429.19
68047,53815,521,6,09/03/2013,387,1,0,0,0,3990.1883809523806
68048,220565,375,7,16/02/2014,0,0,0,0,0,0.0
68049,633635,685,2,23/06/2015,469,1,0,0,0,4314.706666666667
68050,140564,795,6,16/11/2013,456,1,0,0,0,4296.431333333334
68051,28263,322,3,27/03/2013,705,1,1,0,1,6512.519999999999
68052,492106,201,2,05/08/2014,434,1,1,0,1,5312.309
68053,205412,351,6,09/05/2015,511,1,0,0,0,5603.5939285714285
68054,436789,623,7,27/10/2013,0,0,0,0,0,0.0
68055,378452,474,3,20/11/2013,790,1,1,0,0,8408.53
68056,491859,261,7,08/12/2013,0,0,0,0,0,0.0
68057,211461,501,7,11/05/2014,0,0,0,0,0,0.0
68058,409534,321,5,25/10/2013,626,1,1,0,1,6306.81
68059,488692,225,6,19/10/2013,399,1,0,0,0,3777.6416666666664
68060,352109,152,4,18/04/2013,571,1,0,0,0,4382.118333333334
68061,544637,534,7,18/01/2015,0,0,0,0,0,0.0
68062,244045,779,2,28/05/2013,926,1,1,0,0,9741.837166666668
68063,283269,429,1,23/06/2014,371,1,0,0,0,4288.942499999999
68064,565406,420,7,05/05/2013,0,0,0,0,0,0.0
68065,55699,533,2,12/08/2014,730,1,0,0,1,7289.43
68066,240700,707,2,11/06/2013,955,1,0,0,0,8270.5775
68067,542731,798,1,04/11/2013,1362,1,1,0,0,13013.041166666668
68068,574560,130,5,10/04/2015,508,1,0,0,1,4189.45419047619
68069,406428,434,1,30/12/2013,1048,1,0,0,1,10473.28
68070,46225,546,3,17/07/2013,1662,1,1,0,1,14002.35
68071,96452,622,4,23/01/2014,399,1,1,0,0,4084.5
68072,92430,111,7,08/03/2015,0,0,0,0,0,0.0
68073,60763,282,6,07/09/2013,454,1,0,0,0,3084.4759999999997
68074,38105,1028,7,12/10/2014,0,0,0,0,0,0.0
68075,605407,1057,5,10/01/2014,688,1,1,0,0,7008.982
68076,226761,556,4,15/05/2014,823,1,0,0,0,6766.637999999999
68077,205367,39,6,14/03/2015,410,1,0,0,0,2778.4
68078,176502,791,2,08/10/2013,903,1,1,0,0,8417.05
68079,21126,94,6,30/08/2014,604,1,0,0,0,5799.250999999998
68080,633518,755,7,10/03/2013,0,0,0,0,0,0.0
68081,230550,541,4,13/02/2014,812,1,0,0,0,6333.015
68082,170006,603,1,19/05/2014,1169,1,1,0,0,9730.58
68083,181166,108,3,07/08/2013,732,1,0,0,1,8488.405499999999
68084,518953,504,1,14/01/2013,963,1,0,0,0,6008.3
68085,194817,1093,1,27/01/2014,598,1,0,0,0,6797.59
68086,428227,849,6,01/06/2013,937,1,0,0,0,8712.17
68087,24593,546,1,01/06/2015,1917,1,1,0,0,16881.6
68088,21690,871,2,30/09/2014,511,1,1,0,0,7047.51
68089,591007,1081,1,24/02/2014,1084,1,0,0,0,6538.59
68090,125332,582,3,22/04/2015,805,1,0,0,0,5821.74
68091,48581,17,7,12/01/2014,0,0,0,0,0,0.0
68092,118461,864,5,28/06/2013,603,1,0,0,0,4025.494587301589
68093,164491,967,4,23/10/2014,1003,1,1,0,0,9484.64
68094,686395,761,6,27/06/2015,710,1,0,0,0,5890.038166666666
68095,365684,13,6,12/04/2014,337,1,0,0,0,3981.3371666666662
68096,509873,162,1,01/09/2014,772,1,1,0,1,12463.24
68097,87779,1006,6,02/03/2013,909,1,0,0,0,6620.988333333333
68098,480767,1030,4,21/03/2013,416,1,1,0,0,4597.703333333333
68099,707168,965,1,14/04/2014,1360,1,1,0,1,13985.335
68100,571486,79,5,16/08/2013,544,1,1,0,1,5717.34
68101,563932,366,4,13/11/2014,604,1,1,0,0,6071.553333333333
68102,672535,722,5,22/03/2013,1512,1,1,0,1,9313.36
68103,558548,1017,5,18/01/2013,1005,1,0,0,0,6701.7375
68104,18585,990,2,27/05/2014,460,1,0,0,0,4640.37
68105,18652,1013,6,10/05/2014,266,1,0,0,0,2259.89
68106,146605,923,1,01/06/2015,745,1,1,0,0,6311.054
68107,373929,290,5,08/02/2013,624,1,1,0,0,6500.73
68108,210578,1026,7,19/01/2014,0,0,0,0,0,0.0
68109,556584,45,7,09/03/2014,0,0,0,0,0,0.0
68110,343499,440,3,19/06/2013,594,1,1,0,0,5127.690666666666
68111,52535,946,7,09/11/2014,0,0,0,0,0,0.0
68112,26273,269,6,18/07/2015,752,1,0,0,0,5744.735
68113,271756,1012,3,03/06/2015,589,1,1,0,1,7409.37
68114,168348,322,5,27/03/2015,504,1,0,0,0,4323.61
68115,510830,50,7,18/08/2013,0,0,0,0,0,0.0
68116,687094,193,1,02/03/2015,885,1,1,0,0,5897.698166666666
68117,369341,886,2,28/10/2014,564,1,0,0,0,5673.47
68118,501613,593,6,11/07/2015,1071,1,0,0,0,7333.425
68119,600850,204,2,05/03/2013,588,1,1,0,0,6272.776333333333
68120,251599,1045,7,07/07/2013,453,1,0,0,0,3339.453833333333
68121,708382,557,4,18/07/2013,681,1,1,0,0,4917.594166666667
68122,263217,772,4,09/04/2015,535,1,0,0,0,3629.32
68123,100739,264,1,25/02/2013,920,1,0,0,0,6500.69
68124,143372,332,2,25/02/2014,485,1,0,0,0,3620.8344999999995
68125,221542,794,5,06/03/2015,566,1,1,0,0,3592.0864999999994
68126,317848,69,1,07/07/2014,1111,1,0,0,0,8424.21
68127,36568,648,5,01/05/2015,0,0,1,a,0,0.0
68128,386225,429,3,04/02/2015,367,1,1,0,0,4658.884
68129,94597,409,7,11/08/2013,0,0,0,0,1,0.0
68130,24184,1006,5,26/12/2014,0,0,0,c,1,0.0
68131,693715,845,5,05/09/2014,454,1,1,0,0,6785.82
68132,148746,445,5,04/04/2014,1388,1,1,0,0,8935.62
68133,18276,201,2,19/08/2014,446,1,1,0,1,5636.68
68134,676846,255,5,05/12/2014,828,1,1,0,0,9093.11
68135,196698,1030,3,16/01/2013,269,1,0,0,0,2524.89
68136,309119,812,2,29/07/2014,794,1,1,0,1,7002.739166666667
68137,245198,365,3,06/02/2013,644,1,1,0,0,6458.89
68138,245772,489,5,12/12/2014,616,1,0,0,0,6162.575
68139,463526,944,7,06/01/2013,0,0,0,0,0,0.0
68140,547559,527,7,14/04/2013,0,0,0,0,0,0.0
68141,138559,3,1,11/02/2013,736,1,0,0,0,6002.733333333334
68142,549502,1028,2,06/01/2015,711,1,1,0,1,6523.58
68143,110340,1113,3,04/02/2015,718,1,1,0,0,7334.068333333334
68144,1707,116,4,02/04/2015,1076,1,1,0,1,11936.2
68145,104642,299,3,13/08/2014,932,1,0,0,1,8348.312
68146,189586,245,1,09/02/2015,1079,1,0,0,0,8916.92
68147,290691,543,1,23/12/2013,436,1,0,0,1,4823.1
68148,426614,167,2,05/03/2013,1375,1,1,0,0,12745.37
68149,707779,95,5,06/09/2013,802,1,0,0,0,6852.656666666668
68150,495043,528,5,13/06/2014,943,1,0,0,0,9919.209
68151,101375,386,5,11/04/2014,571,1,0,0,0,6416.559940476191
68152,554811,104,7,08/09/2013,0,0,0,0,0,0.0
68153,152082,369,7,19/01/2014,0,0,0,0,0,0.0
68154,594059,618,4,15/01/2015,536,1,1,0,0,7327.551666666666
68155,407572,584,3,11/06/2014,366,1,0,0,0,3538.825
68156,64957,183,3,05/06/2013,686,1,1,0,0,5671.144833333333
68157,119964,439,1,14/07/2014,1097,1,1,0,1,10654.92
68158,484364,806,7,06/01/2013,0,0,0,a,0,0.0
68159,645471,275,3,06/02/2013,884,1,1,0,0,9614.3
68160,295304,515,7,07/07/2013,0,0,0,0,0,0.0
68161,433118,974,4,07/02/2013,1687,1,1,0,0,13325.9925
68162,562276,943,7,13/04/2014,0,0,0,0,0,0.0
68163,359201,533,1,22/12/2014,1488,1,0,0,1,11323.086666666668
68164,170085,114,2,01/10/2013,565,1,0,0,0,4460.1
68165,602635,893,6,28/03/2015,769,1,0,0,0,5367.3758333333335
68166,292414,891,7,04/08/2013,0,0,0,0,0,0.0
68167,261974,48,3,09/10/2013,457,1,1,0,1,4309.06
68168,139463,813,2,15/01/2013,662,1,0,0,0,5548.849166666666
68169,672360,983,3,22/10/2014,1000,1,1,0,0,9775.945
68170,551263,813,7,14/07/2013,0,0,0,0,0,0.0
68171,34297,899,7,12/04/2015,0,0,0,0,0,0.0
68172,208120,319,1,14/01/2013,759,1,0,0,0,6666.37
68173,139069,355,4,31/10/2013,1280,1,0,0,0,10947.18
68174,194830,885,5,22/03/2013,684,1,1,0,0,5218.667928571429
68175,654967,495,3,03/12/2014,383,1,1,0,0,5413.521333333334
68176,299213,653,5,04/07/2014,554,1,1,0,0,6676.135
68177,328011,543,1,14/04/2014,405,1,1,0,1,5670.8925
68178,367833,663,6,08/02/2014,685,1,0,0,0,4811.272
68179,463993,286,5,14/11/2014,507,1,1,0,0,5966.784166666667
68180,458419,16,6,17/01/2015,544,1,0,0,0,4877.863
68181,573935,515,4,14/11/2013,631,1,0,0,0,7501.76
68182,177376,1057,2,26/03/2013,651,1,1,0,1,7282.69
68183,283096,850,5,24/01/2014,700,1,1,0,0,6769.449166666666
68184,623921,865,3,23/04/2014,445,1,0,0,1,5287.640833333335
68185,569043,516,7,06/07/2014,0,0,0,0,0,0.0
68186,494954,994,4,23/04/2015,409,1,0,0,0,3604.59875
68187,601845,982,3,15/10/2014,582,1,0,0,0,6279.24
68188,97209,381,7,26/01/2014,0,0,0,0,0,0.0
68189,474544,533,5,08/03/2013,1025,1,1,0,0,10850.8
68190,647138,160,3,21/08/2013,491,1,0,0,0,4773.888666666667
68191,518981,53,4,10/04/2014,551,1,0,0,0,4780.348333333333
68192,408339,886,3,03/12/2014,670,1,1,0,0,7102.758083333332
68193,347191,751,1,30/03/2015,555,1,1,0,1,4713.28
